*b,,,,,"F1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,hc1,SetValues,HK1->HR,"30",,"0507",,Status,,opdataheat,,, ,Aktion,,opdataaction,,, ,Temp1,,temp,,, ,Solldruck,,press,,, ,stellgrad,,percent1,,, ,Temp2,,temp1,,, ,brennstoff,,fueltype,,,
b,hc2,SetValues,HK2->HR,"70",,"0507",,Status,,opdataheat,,, ,Aktion,,opdataaction,,, ,Temp1,,temp,,, ,Solldruck,,press,,, ,stellgrad,,percent1,,, ,Temp2,,temp1,,, ,brennstoff,,fueltype,,,
# type (r;w;u;1-9),class,name,comment,QQ,ZZ,PBSB,ID,field1,part (m;s),type / templates,divider / values,unit,comment [1],field2,part (m;s) [1],type / templates [1],divider / values [1],unit [1],comment [2],field3,part (m;s) [2],type / templates [2],divider / values [2],unit [2],comment [3],field4,part (m;s) [3],type / templates [3],divider / values [3],unit [3],comment [4],field5,part (m;s) [4],type / templates [4],divider / values [4],unit [4],comment [5],field6,part (m;s) [5],type / templates [5],divider / values [5],unit [5],comment [6],field7,part (m;s) [6],type / templates [6],divider / values [6],unit [6],comment [7]
u,,temp_f6_1,,,f6,5022,900f00,,,SIN,10,Â°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# type (r;w;u;1-9),class,name,comment,QQ,ZZ,PBSB,ID,field1,part (m;s),type / templates,divider / values,unit,comment,field2,part (m;s),type / templates,divider / values,unit,comment,field3,part (m;s),type / templates,divider / values,unit,comment,field4,part (m;s),type / templates,divider / values,unit,comment,field5,part (m;s),type / templates,divider / values,unit,comment,field6,part (m;s),type / templates,divider / values,unit,comment
# *b,,, ,,"F1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# b,,Set,Sollwerte HC1->SC ,"30",,"0507",,Status,,_8_Opdataheat,,, ,Action,,_8_Opdataaction,,, ,SetTemp,,_16_Temp2,,, ,SetPressure,,_16_Pressure,,, ,OutputDegree,,_8_Percent,,, ,DHWSetTemp,,_8_Temp2,,, ,Fueltype,,_8_Fueltype,,,
*r,,,,,,5022,,,,,,,
#
#Solltemperaturen
r,R16,Schaltdiff,Schaltdifferenz Brenner ,,,,842200,,,temp10,,,
r,R16,MinKesseltemp,Min Kesseltemperatur ,,,,201F00,,,temp10,,,
r,R16,MaxKesseltemp,Max Kesseltemperatur ,,,,F42700,,,temp10,,,
r,R16,EstrichVorlauf,Estrich Vorlauftemp Soll ,,,,5E130A,,,temp10,,,
r,R16,Frostschutz,Frostschutz ,,,,0A000A,,,temp10,,,
r,R16,WWSoll1,Warmwasser Solltemp ,,,,541300,,,temp10,,,
r,R16,WWSoll2,Warmwasser Solltemp ,,,,E40300,,,temp10,,,
#Regelung
r,R16,Fernbed,Zuordnung Fernbedienung ,,,,158301,,,UIN,,,
r,R16,Estrichaustr,Estrich Austrocknung ,,,,511A01,,,onoff,,,
r,R16,Anfahrentl,Anfahrentlastung ,,,,745B00,,,onoff,,,
r,R16,Mittelw,Mittelwertbildung ,,,,DD8401,,,hours,10,,
r,R16,HKPNachlauf,Heizkreispumpe Nachlauf ,,,,C14201,,,minutes,10,,
#Warmwasser
r,R16,WWParallel,Parallelbetrieb ,,,,D82300,,,onoff,,,
r,R16,WWFuehler,Warmwasser Fuehlerbetriebsart ,,,,FD3501,,,UIN,,,
r,R16,MaxSpeicherlade,Max Speicherladezeit ,,,,F18001,,,hours,,,
r,R16,Legionellenschutz,Legionellenschutz  ,,,,5D0101,,,UIN,,,
r,R16,KesselueberhWW,KesselueberhoehungWW  ,,,,142D00,,,temp10,,,
r,R16,SPNachlauf,Speicherpumpe Nachlaufzeit ,,,,657F01,,,UIN,,,
r,R16,MaxWWTemp,Max Warmwassertemp ,,,,AD8101,,,temp10,,,
#Anlagendaten
r,R16,ProgramChooseSwitch,Stellung Programmwahlschalter ,,,,091201,,,ProgramChooseSwitch,,,
r,R16,Zeitprog,Zeitprogramm ,,,,9D1401,,,prog,,,
r,R16,MittelwAussentemp,Mittelwert Aussentemperatur ,,,,7E0C0A,,,temp10,,,
r,R16,Umwaelzpumpe,Umwaelzpumpe ,,,,498201,,,onoff,,,
r,R16,Umschalttemp,Sommer Winter Umschalttemperatur ,,,,251601,,,temp10,,,
r,R16,WWTemp,Warmwassertemperatur ,,,,CC0E00,,,temp10,,,
r,R16,BetrStd,Betriebsstunden ,,,,B2020A,,,UIN,,,
r,R16,BrStart,Brennerstarts ,,,,EE030A,,,UIN,,,
r,R16,KesseltempR,Kesseltemperatur ,,,,280D00,,,temp10,,,
#
#Unknown
r,R16,Unknown1,Unknown ,,,,094501,,,UIN,,,
r,R16,Unknown2,Unknown ,,,,0E090A,,,UIN,,,
r,R16,Unknown3,Unknown ,,,,241600,,,UIN,,,
r,R16,Unknown5,Unknown ,,,,2C5300,,,UIN,,,
r,R16,Unknown6,Unknown ,,,,36200A,,,UIN,,,
r,R16,Unknown7,Unknown ,,,,45FBFD,,,UIN,,,
r,R16,Unknown8,Unknown ,,,,501A00,,,UIN,,,
r,R16,Unknown9,Unknown ,,,,52080A,,,UIN,,,
r,R16,Unknown11,Unknown ,,,,658601,,,UIN,,,
r,R16,Unknown12,Unknown ,,,,686400,,,UIN,,,
r,R16,Unknown13,Unknown ,,,,69FFFD,,,UIN,,,
r,R16,Unknown14,Unknown ,,,,705200,,,UIN,,,
r,R16,Unknown15,Unknown ,,,,740C00,,,temp10,,,
r,R16,Unknown16,Unknown ,,,,781700,,,UIN,,,
r,R16,Unknown17,Unknown ,,,,945100,,,UIN,,,
r,R16,Unknown19,Unknown ,,,,B80200,,,UIN,,,
r,R16,Unknown20,Unknown ,,,,CC5900,,,UIN,,,
# Warmwasser Zeitprogramm 1
r,R16,WWZeitprog1Block1,Zeitprogram1Block1 ,,,,9FC017,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block2,Zeitprogram1Block2 ,,,,C3C117,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block3,Zeitprogram1Block3 ,,,,27C217,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block4,Zeitprogram1Block4 ,,,,7BC317,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block5,Zeitprogram1Block5 ,,,,B3C417,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block6,Zeitprogram1Block6 ,,,,EFC517,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block7,Zeitprogram1Block7 ,,,,0BC617,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block8,Zeitprogram1Block8 ,,,,57C717,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block9,Zeitprogram1Block9 ,,,,C7C817,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block10,Zeitprogram1Block10 ,,,,9BC917,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block11,Zeitprogram1Block11 ,,,,7FCA17,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block12,Zeitprogram1Block12 ,,,,23CB17,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block13,Zeitprogram1Block13 ,,,,EBCC17,,,time,,, ,,,day,,,
r,R16,WWZeitprog1Block14,Zeitprogram1Block14 ,,,,B7CD17,,,time,,, ,,,day,,,
# Warmwasser Zeitprogramm 2
r,R16,WWZeitprog2Block1,Zeitprogram1Block1 ,,,,90C018,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block2,Zeitprogram1Block2 ,,,,CCC118 ,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block3,Zeitprogram1Block3 ,,,,28C218,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block4,Zeitprogram1Block4 ,,,,74C318 ,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block5,Zeitprogram1Block5 ,,,,BCC418,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block6,Zeitprogram1Block6 ,,,,E0C518,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block7,Zeitprogram1Block7 ,,,,04C618,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block8,Zeitprogram1Block8 ,,,,58C718,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block9,Zeitprogram1Block9 ,,,,C8C818,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block10,Zeitprogram1Block10 ,,,,94C918,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block11,Zeitprogram1Block11 ,,,,70CA18,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block12,Zeitprogram1Block12 ,,,,2CCB18,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block13,Zeitprogram1Block13 ,,,,E4CC18,,,time,,, ,,,day,,,
r,R16,WWZeitprog2Block14,Zeitprogram1Block14 ,,,,B8CD18,,,time,,, ,,,day,,,
# Warmwasser Zeitprogramm 3
r,R16,WWZeitprog3Block1,Zeitprogram1Block1 ,,,,91C019,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block2,Zeitprogram1Block2 ,,,,CDC119,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block3,Zeitprogram1Block3 ,,,,29C219,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block4,Zeitprogram1Block4 ,,,,75C319,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block5,Zeitprogram1Block5 ,,,,BDC419,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block6,Zeitprogram1Block6 ,,,,E1C519,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block7,Zeitprogram1Block7 ,,,,05C619,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block8,Zeitprogram1Block8 ,,,,59C719,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block9,Zeitprogram1Block9 ,,,,C9C819,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block10,Zeitprogram1Block10 ,,,,95C919,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block11,Zeitprogram1Block11 ,,,,71CA19,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block12,Zeitprogram1Block12 ,,,,2DCB19,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block13,Zeitprogram1Block13 ,,,,E5CC19,,,time,,, ,,,day,,,
r,R16,WWZeitprog3Block14,Zeitprogram1Block14 ,,,,B9CD19,,,time,,, ,,,day,,,
# Umwaelzpumpe Zeitprogramm 1
r,R16,UWPZeitprog1Block1,UWPZeitprogram1Block1 ,,,,92C01A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block2,UWPZeitprogram1Block2 ,,,,CEC11A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block3,UWPZeitprogram1Block3 ,,,,2AC21A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block4,UWPZeitprogram1Block4 ,,,,76C31A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block5,UWPZeitprogram1Block5 ,,,,BEC41A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block6,UWPZeitprogram1Block6 ,,,,E2C51A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block7,UWPZeitprogram1Block7 ,,,,06C61A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block8,UWPZeitprogram1Block8 ,,,,5AC71A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block9,UWPZeitprogram1Block9 ,,,,CAC81A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block10,UWPZeitprogram1Block10 ,,,,96C91A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block11,UWPZeitprogram1Block11 ,,,,72CA1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block12,UWPZeitprogram1Block12 ,,,,2ECB1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block13,UWPZeitprogram1Block13 ,,,,E6CC1A,,,time,,, ,,,day,,,
r,R16,UWPZeitprog1Block14,UWPZeitprogram1Block14 ,,,,BACD1A,,,time,,, ,,,day,,,
# Umwaelzpumpe Zeitprogramm 2
r,R16,UWPZeitprog2Block1,UWPZeitprogram2Block1 ,,,,93C01B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block2,UWPZeitprogram2Block2 ,,,,CFC11B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block3,UWPZeitprogram2Block3 ,,,,2BC21B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block4,UWPZeitprogram2Block4 ,,,,77C31B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block5,UWPZeitprogram2Block5 ,,,,BFC41B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block6,UWPZeitprogram2Block6 ,,,,E3C51B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block7,UWPZeitprogram2Block7 ,,,,07C61B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block8,UWPZeitprogram2Block8 ,,,,5BC71B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block9,UWPZeitprogram2Block9 ,,,,CBC81B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block10,UWPZeitprogram2Block10 ,,,,97C91B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block11,UWPZeitprogram2Block11 ,,,,73CA1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block12,UWPZeitprogram2Block12 ,,,,2FCB1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block13,UWPZeitprogram2Block13 ,,,,E7CC1B,,,time,,, ,,,day,,,
r,R16,UWPZeitprog2Block14,UWPZeitprogram2Block14 ,,,,BBCD1B,,,time,,, ,,,day,,,
# Umwaelzpumpe Zeitprogramm 3
r,R16,UWPZeitprog3Block1,UWPZeitprogram3Block1 ,,,,94C01C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block2,UWPZeitprogram3Block2 ,,,,C8C11C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block3,UWPZeitprogram3Block3 ,,,,2CC21C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block4,UWPZeitprogram3Block4 ,,,,70C31C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block5,UWPZeitprogram3Block5 ,,,,B8C41C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block6,UWPZeitprogram3Block6 ,,,,E4C51C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block7,UWPZeitprogram3Block7 ,,,,00C61C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block8,UWPZeitprogram3Block8 ,,,,5CC71C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block9,UWPZeitprogram3Block9 ,,,,CCC81C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block10,UWPZeitprogram3Block10 ,,,,90C91C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block11,UWPZeitprogram3Block11 ,,,,74CA1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block12,UWPZeitprogram3Block12 ,,,,28CB1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block13,UWPZeitprogram3Block13 ,,,,E0CC1C,,,time,,, ,,,day,,,
r,R16,UWPZeitprog3Block14,UWPZeitprogram3Block14 ,,,,BCCD1C,,,time,,, ,,,day,,,
